museum_name,museum_japanese,architect,architect_japanese,completion_year,architectural_style,region,prefecture,city,nearest_station,nearest_major_city,description,architectural_highlights,significance,accessibility_notes,primary_museum_experience_blurb,nearby_cultural_attraction_name,distance_from_main_attraction_deprecated,distance_from_main_attraction,nearby_cultural_attraction_blurb,museum_image_url,image_attribution,attraction_1_image_url,attraction_1_attribution,attraction_2_image_url,attraction_2_attribution
Museum of Modern Art Gunma,群馬県立近代美術館,이소자키 아라타,磯崎新,1974,Metabolist Concrete,간토,군마,다카사키,Takasaki Station,다카사키,Museum of Modern Art Gunma은/는 군마 다카사키에 위치한 일본의 문화 시설입니다.,개성적인 건축 디자인과 전시 공간 구성이 특징인 장소입니다.,지역의 역사와 예술·문화를 소개하는 중요한 문화 시설로 평가됩니다.,Takasaki Station에서 비교적 편리하게 접근할 수 있습니다.,"Museum of Modern Art Gunma에서는 상설전과 기획전을 통해 다양한 작품과 전시를 감상할 수 있으며, 건축과 주변 환경이 어우러진 관람 경험을 제공합니다.",Tomioka Silk Mill,전철 40분,전철 40분,주변에는 함께 방문하기 좋은 다른 문화·관광 명소도 있어 하루 코스로 여유롭게 둘러보기 좋습니다.,https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Museum-of-Modern-Art-Gunma.jpg,"By pcs34560 - Own work, Public Domain",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/The_Museum_of_Modern_Art_Gunma.jpg,"By Abasaa - Own work, Public Domain",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Tomioka-Silk-Mill_East-Cocoon-Warehouse.jpg,By NY066
도야마 유리미술관,富山市ガラス美術館,구마 켄고,隈研吾,2015,Timber Contemporary,호쿠리쿠,도야마,도야마,도야마역,도야마,도야마 유리미술관은/는 도야마 도야마에 위치한 일본의 문화 시설입니다.,개성적인 건축 디자인과 전시 공간 구성이 특징인 장소입니다.,지역의 역사와 예술·문화를 소개하는 중요한 문화 시설로 평가됩니다.,도야마역에서 비교적 편리하게 접근할 수 있습니다.,"도야마 유리미술관에서는 상설전과 기획전을 통해 다양한 작품과 전시를 감상할 수 있으며, 건축과 주변 환경이 어우러진 관람 경험을 제공합니다.",Mori Shuhei Museum of Art,도보 20분,도보 20분,주변에는 함께 방문하기 좋은 다른 문화·관광 명소도 있어 하루 코스로 여유롭게 둘러보기 좋습니다.,https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/TOYAMA_KIRARI_Toyama_Glass_Art_Museum.jpg,"By Asturio Cantabrio - Own work, CC BY-SA 4.0",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Toyama_Glass_Art_Museum_ceiling.jpg,"By ???, CC BY 2.0",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Mori_Shuhei_Museum_of_Art.jpg,"By ã•ã‹ãŠã‚Š - Own work, CC BY-SA 4.0"
D.T. 스즈키 미술관,鈴木大拙館,다니구치 요시오,谷口吉生,2011,Minimalist Contemporary,호쿠리쿠,이시카와,가나자와,가나자와역,가나자와,D.T. 스즈키 미술관은/는 이시카와 가나자와에 위치한 일본의 문화 시설입니다.,개성적인 건축 디자인과 전시 공간 구성이 특징인 장소입니다.,지역의 역사와 예술·문화를 소개하는 중요한 문화 시설로 평가됩니다.,가나자와역에서 비교적 편리하게 접근할 수 있습니다.,"D.T. 스즈키 미술관에서는 상설전과 기획전을 통해 다양한 작품과 전시를 감상할 수 있으며, 건축과 주변 환경이 어우러진 관람 경험을 제공합니다.",Nagamachi Samurai District,도보 15분,도보 15분,주변에는 함께 방문하기 좋은 다른 문화·관광 명소도 있어 하루 코스로 여유롭게 둘러보기 좋습니다.,https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/D.T. Suzuki Museum.jpg,"By kajikawa, CC BY 3.0",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/ST_Suzuki_interior.jpg,"By kajikawa, CC BY 3.0","https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Nagamachi_district,_Kanazawa.jpg","By Andrea Schaffer, CC BY 2.0"
21st Century Museum of Contemporary Art,金沢21世紀美術館,SANAA (Sejima & Nishizawa),å¦¹å³¶å’Œä¸–+è¥¿æ²¢ç«‹è¡›,2004,Glass Minimalism,호쿠리쿠,이시카와,가나자와,가나자와역,가나자와,21st Century Museum of Contemporary Art은/는 이시카와 가나자와에 위치한 일본의 문화 시설입니다.,개성적인 건축 디자인과 전시 공간 구성이 특징인 장소입니다.,지역의 역사와 예술·문화를 소개하는 중요한 문화 시설로 평가됩니다.,가나자와역에서 비교적 편리하게 접근할 수 있습니다.,"21st Century Museum of Contemporary Art에서는 상설전과 기획전을 통해 다양한 작품과 전시를 감상할 수 있으며, 건축과 주변 환경이 어우러진 관람 경험을 제공합니다.",Kenroku-en Garden,도보 15분,도보 15분,주변에는 함께 방문하기 좋은 다른 문화·관광 명소도 있어 하루 코스로 여유롭게 둘러보기 좋습니다.,https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/21st_Century_Museum_of_Contemporary_Art.jpg,"By é‡‘æ²¢å¸‚, CC BY 2.1",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/kanazawa_21st_century_museum_art_aerial_view.jpg,"By ???, CC BY 2.1",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Kenroku-en.jpg,"By Balon Greyjoy - Own work, CC0"
히로시마 현대미술관,広島市現代美術館,기쇼 구로카와,黒川紀章,1989,Postmodern Architecture,주고쿠,히로시마,히로시마,Hijiyama-Koen Station,히로시마,히로시마 현대미술관은/는 히로시마 히로시마에 위치한 일본의 문화 시설입니다.,개성적인 건축 디자인과 전시 공간 구성이 특징인 장소입니다.,지역의 역사와 예술·문화를 소개하는 중요한 문화 시설로 평가됩니다.,Hijiyama-Koen Station에서 비교적 편리하게 접근할 수 있습니다.,"히로시마 현대미술관에서는 상설전과 기획전을 통해 다양한 작품과 전시를 감상할 수 있으며, 건축과 주변 환경이 어우러진 관람 경험을 제공합니다.",Shukkeien Garden,도보 15분,도보 15분,주변에는 함께 방문하기 좋은 다른 문화·관광 명소도 있어 하루 코스로 여유롭게 둘러보기 좋습니다.,https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Stairs_in_Contemp._art_museum_Hiroshima.jpg,"By Max Nossin, CC BY 3.0",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Hiroshima_Moca.jpg,"By Taisyo, CC BY 3.0",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Hiroshima_Shukkeien.jpg,"By Jakub Haun - Own work, CC BY-SA 4.0"
우메다 스카이 빌딩,梅田スカイビル,하라 히로시,åŽŸåºƒå¸,1993,High-tech Modern,간사이,오사카,오사카,오사카역,오사카,우메다 스카이 빌딩은/는 오사카 오사카에 위치한 일본의 문화 시설입니다.,개성적인 건축 디자인과 전시 공간 구성이 특징인 장소입니다.,지역의 역사와 예술·문화를 소개하는 중요한 문화 시설로 평가됩니다.,오사카역에서 비교적 편리하게 접근할 수 있습니다.,"우메다 스카이 빌딩에서는 상설전과 기획전을 통해 다양한 작품과 전시를 감상할 수 있으며, 건축과 주변 환경이 어우러진 관람 경험을 제공합니다.",Kita-Shinchi District,전철 10분,전철 10분,주변에는 함께 방문하기 좋은 다른 문화·관광 명소도 있어 하루 코스로 여유롭게 둘러보기 좋습니다.,https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Umeda_Sky_Building_Osaka.jpg,"By Martin Falbisoner - Own work, CC BY-SA 4.0",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Umeda_Sky_Building_Osaka (2).jpg,"By Martin Falbisoner - Own work, CC BY-SA 4.0",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Kita-Shinchi_in_Osaka.jpg,"By Mc681 - Own work, CC BY-SA 4.1"
고지 기누타니 텐쿠 미술관,絹谷幸二 天空美術館,다양한 건축가 참여,Various,2016,High-rise Gallery,간사이,오사카,오사카,오사카역,오사카,고지 기누타니 텐쿠 미술관은/는 오사카 오사카에 위치한 일본의 문화 시설입니다.,개성적인 건축 디자인과 전시 공간 구성이 특징인 장소입니다.,지역의 역사와 예술·문화를 소개하는 중요한 문화 시설로 평가됩니다.,오사카역에서 비교적 편리하게 접근할 수 있습니다.,"고지 기누타니 텐쿠 미술관에서는 상설전과 기획전을 통해 다양한 작품과 전시를 감상할 수 있으며, 건축과 주변 환경이 어우러진 관람 경험을 제공합니다.",Grand Green Osaka,인접,인접,주변에는 함께 방문하기 좋은 다른 문화·관광 명소도 있어 하루 코스로 여유롭게 둘러보기 좋습니다.,https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Koji_Kinutani_Tenku_Art_Museum.jpg,"By LittleT889 - Own work, CC BY 4.0",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Koji_Kinutani_Tenku_Art_Museum.jpg,"By LittleT889 - Own work, CC BY 4.0",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Inogate_Osaka_and_Grand_Green_Osaka_Gate_Tower.jpg,"By LittleT889 - Own work, CC BY 4.0"
교토국립박물관,京都国立博物館,Tokuma Katayama,ç‰‡å±±æ±ç†Š,1897/2014,Meiji Western + Contemporary,간사이,교토,교토,Keihan Shichijo Station,교토,교토국립박물관은/는 교토 교토에 위치한 일본의 문화 시설입니다.,개성적인 건축 디자인과 전시 공간 구성이 특징인 장소입니다.,지역의 역사와 예술·문화를 소개하는 중요한 문화 시설로 평가됩니다.,Keihan Shichijo Station에서 비교적 편리하게 접근할 수 있습니다.,"교토국립박물관에서는 상설전과 기획전을 통해 다양한 작품과 전시를 감상할 수 있으며, 건축과 주변 환경이 어우러진 관람 경험을 제공합니다.",Sanjusangendo Temple,전철 20분,전철 20분,주변에는 함께 방문하기 좋은 다른 문화·관광 명소도 있어 하루 코스로 여유롭게 둘러보기 좋습니다.,https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Kyoto_National_Museum.jpg,"By Wiiii - Own work, CC BY-SA 3.0",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Kyoto_National_Museum_The_Thinker.jpg,"By Chainwit. - Own work, CC BY 4.0",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/KYOTO_TEMPLE_SANJUSANGEN-DO_TEMPLE_OF_1000_BOUDDHA.jpg,"By Eric Salard, CC BY-SA 2.0"
미호 미술관,MIHO MUSEUM,아이엠 페이,I.M.ペイ,1997,Modernist Integration,간사이,시가,시가라키,Ishiyama Station,교토,미호 미술관은/는 시가 시가라키에 위치한 일본의 문화 시설입니다.,개성적인 건축 디자인과 전시 공간 구성이 특징인 장소입니다.,지역의 역사와 예술·문화를 소개하는 중요한 문화 시설로 평가됩니다.,Ishiyama Station에서 비교적 편리하게 접근할 수 있습니다.,"미호 미술관에서는 상설전과 기획전을 통해 다양한 작품과 전시를 감상할 수 있으며, 건축과 주변 환경이 어우러진 관람 경험을 제공합니다.",Shigaraki Ceramic Cultural Park,버스로 20분,버스로 20분,주변에는 함께 방문하기 좋은 다른 문화·관광 명소도 있어 하루 코스로 여유롭게 둘러보기 좋습니다.,https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Miho_Museum.jpg,"By é›·å¤ª , CC BY 2.0",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/MIHO_MUSEUM_01.jpg,"By Motokoka - Own work, CC BY-SA 4.0",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Shigaraki_Pottery_Museum_Shigaraki_Koka_Shiga_pref.jpg,"By 663highland - Own work, CC BY-SA 4.0"
나오시마 파빌리온,直島パヴィリオン,후지모토 소우,è—¤æœ¬å£®ä»‹,2019,Contemporary Pavilion,주고쿠,가가와,나오시마,미야노우라항,Takamatsu,나오시마 파빌리온은/는 가가와 나오시마에 위치한 일본의 문화 시설입니다.,개성적인 건축 디자인과 전시 공간 구성이 특징인 장소입니다.,지역의 역사와 예술·문화를 소개하는 중요한 문화 시설로 평가됩니다.,미야노우라항에서 비교적 편리하게 접근할 수 있습니다.,"나오시마 파빌리온에서는 상설전과 기획전을 통해 다양한 작품과 전시를 감상할 수 있으며, 건축과 주변 환경이 어우러진 관람 경험을 제공합니다.",Miyanoura Port Art Installations,도보 5분,도보 5분,주변에는 함께 방문하기 좋은 다른 문화·관광 명소도 있어 하루 코스로 여유롭게 둘러보기 좋습니다.,https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Naoshima_Pavilion.jpg,"By Bea Phi - Own work, CC BY-SA 4.0",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Naoshima_Pavilion.jpg,"By Bea Phi - Own work, CC BY-SA 4.0",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Miyanoura Port Area Art Installations.jpg,"By kajikawa, CC BY 3.0"
치추 미술관,地中美術館,Tadao Ando,安藤忠雄,2004,Brutalist Underground,주고쿠,가가와,나오시마,미야노우라항,Takamatsu,치추 미술관은/는 가가와 나오시마에 위치한 일본의 문화 시설입니다.,개성적인 건축 디자인과 전시 공간 구성이 특징인 장소입니다.,지역의 역사와 예술·문화를 소개하는 중요한 문화 시설로 평가됩니다.,미야노우라항에서 비교적 편리하게 접근할 수 있습니다.,"치추 미술관에서는 상설전과 기획전을 통해 다양한 작품과 전시를 감상할 수 있으며, 건축과 주변 환경이 어우러진 관람 경험을 제공합니다.",아트 하우스 프로젝트,도보 10분,도보 10분,주변에는 함께 방문하기 좋은 다른 문화·관광 명소도 있어 하루 코스로 여유롭게 둘러보기 좋습니다.,https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/chichu-art-museum.jpg,"By 663highland - Own work, CC BY 2.5",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/chichu-art-museum.jpg,"By 663highland - Own work, CC BY 2.5",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Art_house_project_in_Naoshima_Haisya.jpg,"By æ¾å²¡æ˜ŽèŠ³ - æ¾å²¡æ˜ŽèŠ³, CC0"
베네세 하우스 미술관,ベネッセハウス ミュージアム,Tadao Ando,安藤忠雄,1992,Modernist Concrete,주고쿠,가가와,나오시마,미야노우라항,Takamatsu,베네세 하우스 미술관은/는 가가와 나오시마에 위치한 일본의 문화 시설입니다.,개성적인 건축 디자인과 전시 공간 구성이 특징인 장소입니다.,지역의 역사와 예술·문화를 소개하는 중요한 문화 시설로 평가됩니다.,미야노우라항에서 비교적 편리하게 접근할 수 있습니다.,"베네세 하우스 미술관에서는 상설전과 기획전을 통해 다양한 작품과 전시를 감상할 수 있으며, 건축과 주변 환경이 어우러진 관람 경험을 제공합니다.",Kusama's Yellow Pumpkin,도보 15분,도보 15분,주변에는 함께 방문하기 좋은 다른 문화·관광 명소도 있어 하루 코스로 여유롭게 둘러보기 좋습니다.,https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/benesse-house-museum.jpg,"By 663highland, CC BY 2.5",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Precision_benesse_art_house.jpg,"By Rob Oo, CC BY 2.0",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/kirill-q36y-w_RjG4-unsplash.jpg,Photo by Kirill on Unsplash
이우환 미술관,李禹煥美術館,Tadao Ando,安藤忠雄,2010,Minimalist Concrete,주고쿠,가가와,나오시마,미야노우라항,Takamatsu,이우환 미술관은/는 가가와 나오시마에 위치한 일본의 문화 시설입니다.,개성적인 건축 디자인과 전시 공간 구성이 특징인 장소입니다.,지역의 역사와 예술·문화를 소개하는 중요한 문화 시설로 평가됩니다.,미야노우라항에서 비교적 편리하게 접근할 수 있습니다.,"이우환 미술관에서는 상설전과 기획전을 통해 다양한 작품과 전시를 감상할 수 있으며, 건축과 주변 환경이 어우러진 관람 경험을 제공합니다.","Naoshima Bath ""Iâ™¥æ¹¯""",도보 10분,도보 10분,주변에는 함께 방문하기 좋은 다른 문화·관광 명소도 있어 하루 코스로 여유롭게 둘러보기 좋습니다.,https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/lee-ufan.jpg,By KimonBerlin - CC BY-SA 2.0,https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/lee-ufan.jpg,"By KimonBerlin, CC BY-SA 2.0",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Naoshima_Bath.jpg,"By æ¾å²¡æ˜ŽèŠ³ - Own work, CC BY-SA 3.0"
도시마 미술관,豊島美術館,니시자와 류에,西沢立衛,2010,Organic Concrete Shell,주고쿠,가가와,도시마,이에우라항,Takamatsu,도시마 미술관은/는 가가와 도시마에 위치한 일본의 문화 시설입니다.,개성적인 건축 디자인과 전시 공간 구성이 특징인 장소입니다.,지역의 역사와 예술·문화를 소개하는 중요한 문화 시설로 평가됩니다.,이에우라항에서 비교적 편리하게 접근할 수 있습니다.,"도시마 미술관에서는 상설전과 기획전을 통해 다양한 작품과 전시를 감상할 수 있으며, 건축과 주변 환경이 어우러진 관람 경험을 제공합니다.",Setouchi Triennale Art Sites,페리 이용,페리 이용,주변에는 함께 방문하기 좋은 다른 문화·관광 명소도 있어 하루 코스로 여유롭게 둘러보기 좋습니다.,https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Teshima_Museum_Ryue_Nishizawa.jpg,"By Epiq - Own work, CC BY-SA 3.0",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Teshima_Art_Museum_distant_view.jpg,"By KimonBerlin, CC BY-SA 2.0",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Setouchi_Triennale_-Teshima_Yokoo_House.jpg,"By Iry - Own work, CC BY-SA 3.0"
규슈국립박물관,九州国立博物館,기쿠타케 기요노리,菊竹清訓,2005,Contemporary Glass and Steel,규슈,후쿠오카,다자이후,다자이후역,후쿠오카,규슈국립박물관은/는 후쿠오카 다자이후에 위치한 일본의 문화 시설입니다.,개성적인 건축 디자인과 전시 공간 구성이 특징인 장소입니다.,지역의 역사와 예술·문화를 소개하는 중요한 문화 시설로 평가됩니다.,다자이후역에서 비교적 편리하게 접근할 수 있습니다.,"규슈국립박물관에서는 상설전과 기획전을 통해 다양한 작품과 전시를 감상할 수 있으며, 건축과 주변 환경이 어우러진 관람 경험을 제공합니다.",다자이후 텐만구,도보 5분,도보 6분,주변에는 함께 방문하기 좋은 다른 문화·관광 명소도 있어 하루 코스로 여유롭게 둘러보기 좋습니다.,https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Kyushu_National_Museum_exterior.jpg,By Hajime NAKANO CC BY 2.0,https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Kyushu_National_Museum_interior.jpg,"By Travis, CC BY 2.0",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Dazaifu_Tenmangu-Courtyard_entrance.jpg,"By Immanuelle - Own work, CC BY 4.0"
나가사키현 미술관,長崎県美術館,구마 켄고,隈研吾,2005,Contemporary with Stone Louvers,규슈,나가사키,나가사키,Medical Center or Dejima tram stop,나가사키,나가사키현 미술관은/는 나가사키 나가사키에 위치한 일본의 문화 시설입니다.,개성적인 건축 디자인과 전시 공간 구성이 특징인 장소입니다.,지역의 역사와 예술·문화를 소개하는 중요한 문화 시설로 평가됩니다.,Medical Center or Dejima tram stop에서 비교적 편리하게 접근할 수 있습니다.,"나가사키현 미술관에서는 상설전과 기획전을 통해 다양한 작품과 전시를 감상할 수 있으며, 건축과 주변 환경이 어우러진 관람 경험을 제공합니다.",나가사키 시사이드 파크,인접,인접,주변에는 함께 방문하기 좋은 다른 문화·관광 명소도 있어 하루 코스로 여유롭게 둘러보기 좋습니다.,https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Nagasaki_Prefectural_Art_Museum.jpg,"By Kenta Mabuchi, CC BY-SA 2.0",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Nagasaki_Prefectural_Art_Museum_distant_view.jpg,"By Kenta Mabuchi, CC BY-SA 2.0",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Aqua_Garden_Nagasaki.jpg,"By Masoud Akbari, CC BY-SA 3.0"
기타큐슈 시립미술관,北九州市立美術館,이소자키 아라타,磯崎新,1974,Japanese Brutalism,규슈,후쿠오카,기타큐슈,Kokura Station,기타큐슈,기타큐슈 시립미술관은/는 후쿠오카 기타큐슈에 위치한 일본의 문화 시설입니다.,개성적인 건축 디자인과 전시 공간 구성이 특징인 장소입니다.,지역의 역사와 예술·문화를 소개하는 중요한 문화 시설로 평가됩니다.,Kokura Station에서 비교적 편리하게 접근할 수 있습니다.,"기타큐슈 시립미술관에서는 상설전과 기획전을 통해 다양한 작품과 전시를 감상할 수 있으며, 건축과 주변 환경이 어우러진 관람 경험을 제공합니다.",Kawachi Wisteria Garden,차로 40분,차로 40분,주변에는 함께 방문하기 좋은 다른 문화·관광 명소도 있어 하루 코스로 여유롭게 둘러보기 좋습니다.,https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Kitakyushu_Municipal_Museum_of_Art_exterior.jpg,"By STA3816 - Own work, CC BY-SA 4.0",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Kitakyushu_Municipal_Museum_of_Art_interior.jpg,"By ????? - photozou, CC BY 2.0",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Purple_wisteria_in_Kawachi_Wisteria_Garden.jpg,"By ???? - Own work, CC BY-SA 4.0"
오이타 아트 플라자,大分アートプラザ,이소자키 아라타,磯崎新,1966,Japanese Brutalism,규슈,오이타,오이타,오이타역,오이타,오이타 아트 플라자은/는 오이타 오이타에 위치한 일본의 문화 시설입니다.,개성적인 건축 디자인과 전시 공간 구성이 특징인 장소입니다.,지역의 역사와 예술·문화를 소개하는 중요한 문화 시설로 평가됩니다.,오이타역에서 비교적 편리하게 접근할 수 있습니다.,"오이타 아트 플라자에서는 상설전과 기획전을 통해 다양한 작품과 전시를 감상할 수 있으며, 건축과 주변 환경이 어우러진 관람 경험을 제공합니다.",Usa Jingu Shrine,차로 50분,차로 50분,주변에는 함께 방문하기 좋은 다른 문화·관광 명소도 있어 하루 코스로 여유롭게 둘러보기 좋습니다.,https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Artplaza-oita-city.jpg,"By MK Products - Own work, CC BY-SA 3.1",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Oita-shi_Art_Plaza_closeup.jpg,"By Yasushi HASHIGUCHI, CC BY-SA 3.0",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Usa_Jingu_fukuoka.jpg,"By Immanuelle - Own work, CC BY 4.0"
Fukuoka Art Museum,福岡市美術館,마에카와 구니오,前川國男,1979,Modernist,규슈,후쿠오카,후쿠오카,Ohori Park Station,후쿠오카,Fukuoka Art Museum은/는 후쿠오카 후쿠오카에 위치한 일본의 문화 시설입니다.,개성적인 건축 디자인과 전시 공간 구성이 특징인 장소입니다.,지역의 역사와 예술·문화를 소개하는 중요한 문화 시설로 평가됩니다.,Ohori Park Station에서 비교적 편리하게 접근할 수 있습니다.,"Fukuoka Art Museum에서는 상설전과 기획전을 통해 다양한 작품과 전시를 감상할 수 있으며, 건축과 주변 환경이 어우러진 관람 경험을 제공합니다.",Ohori Park Japanese Garden,도보 2분,도보 2분,주변에는 함께 방문하기 좋은 다른 문화·관광 명소도 있어 하루 코스로 여유롭게 둘러보기 좋습니다.,https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Fukuoka_Art_Museum_pumpkin.jpg,"By ???? - Own work, CC BY-SA 4.0",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Fukuoka_Art_Museum_steps.jpg,"By ???? - Own work, CC BY-SA 4.0",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Ohori_Park_fukuoka.jpg,"By STA3816 - Own work, CC BY-SA 3.0"
Contemporary Art Museum Kumamoto,熊本市現代美術館,아즈사 석케이,æ¢“è¨­è¨ˆ,2002,Urban Contemporary,규슈,구마모토,구마모토,Torichosuji tram stop,구마모토,Contemporary Art Museum Kumamoto은/는 구마모토 구마모토에 위치한 일본의 문화 시설입니다.,개성적인 건축 디자인과 전시 공간 구성이 특징인 장소입니다.,지역의 역사와 예술·문화를 소개하는 중요한 문화 시설로 평가됩니다.,Torichosuji tram stop에서 비교적 편리하게 접근할 수 있습니다.,"Contemporary Art Museum Kumamoto에서는 상설전과 기획전을 통해 다양한 작품과 전시를 감상할 수 있으며, 건축과 주변 환경이 어우러진 관람 경험을 제공합니다.",Kumamoto Castle,도보 10분,도보 10분,주변에는 함께 방문하기 좋은 다른 문화·관광 명소도 있어 하루 코스로 여유롭게 둘러보기 좋습니다.,https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Contemporary Art Museum Kumamoto.jpg,"By 663highland, CC BY 2.5",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Contemporary Art Museum Kumamoto_closeup.jpg,"By ???? - Own work, CC BY-SA 4.1",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Kumamoto_Castle.jpg,"By 663highland - Own work, CC BY 2.5"
후쿠오카 아시아 미술관,福岡アジア美術館,하카타 리버레인 단지 설계팀,,1999,Urban Contemporary,규슈,후쿠오카,후쿠오카,나카스-가와바타역,후쿠오카,후쿠오카 아시아 미술관은/는 후쿠오카 후쿠오카에 위치한 일본의 문화 시설입니다.,개성적인 건축 디자인과 전시 공간 구성이 특징인 장소입니다.,지역의 역사와 예술·문화를 소개하는 중요한 문화 시설로 평가됩니다.,나카스-가와바타역에서 비교적 편리하게 접근할 수 있습니다.,"후쿠오카 아시아 미술관에서는 상설전과 기획전을 통해 다양한 작품과 전시를 감상할 수 있으며, 건축과 주변 환경이 어우러진 관람 경험을 제공합니다.",가와바타 상점가,도보 2분,도보 2분,주변에는 함께 방문하기 좋은 다른 문화·관광 명소도 있어 하루 코스로 여유롭게 둘러보기 좋습니다.,https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Fukuoka_Asian_Art_Museum_ex.jpg,"By ???? - Own work, CC BY-SA 4.0",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Fukuoka_Asian_Art_Museum_ex_narrow.jpg,"By ???? - Own work, CC BY-SA 4.2",https://raw.githubusercontent.com/jamespnz/museum-meditations-japan/main/images/Kawabata_Shopping_Arcade_fukuoka.jpg,"By Hirho - Own work, CC BY-SA 4.0"
